GPV_Position,GPV_Velocity,GP1_Position,GP1_Velocity,GP1_PushPressure,GP1_PressureA,GP1_PressureB,GP1_ClaspPressure,GP1_OilTemperature,GP2_Position,GP2_Velocity,GP2_PushPressure,GP2_PressureA,GP2_PressureB,GP2_ClaspPressure,GP2_OilTemperature,GP3_Position,GP3_Velocity,GP3_PushPressure,GP3_PressureA,GP3_PressureB,GP3_ClaspPressure,GP3_OilTemperature,GP4_Position,GP4_Velocity,GP4_PushPressure,GP4_PressureA,GP4_PressureB,GP4_ClaspPressure,GP4_OilTemperature,OutsideTemp,Locatie,TempTimestamp,Tel
0.025275229347654818,0.6041670924468419,0.028471854871332053,0.6213266162888318,0.8764769844146433,0.32670509125840586,0.2583070452155628,0.015784072262792763,0.5389221556886227,0.022984562607204096,0.589270746018441,0.8330779893485083,0.4512195121951223,0.3545546331613204,0.017627737460077994,0.5022222222222221,0.024813819103241555,0.6008943543879244,0.7522872261510313,0.2564292169912083,0.2724436172542143,0.016871234131915904,0.4814814814814814,0.024989053606054884,0.6005039193729007,0.8755866900175134,0.3206197854588804,0.26753644622860734,0.012826310317967866,0.46875,0.4587157060207643,0.0,2016-12-05 15:10:00,13.0
0.043906792412611834,0.6938420507382858,0.048013193515262786,0.7103274559193943,0.9129394708227621,0.20902977905859724,0.16745531019978968,0.01452134635247018,0.5389221556886227,0.0404179011383128,0.6758871193070694,0.8837820091923835,0.2882816798092796,0.2158963428315015,0.020288528662676202,0.5022222222222221,0.043354655294953796,0.691727221911681,0.7736511547401219,0.17221263659518476,0.1926866652069189,0.017208657985324713,0.4814814814814814,0.04381685119159318,0.6920492721164616,0.9130647985989495,0.18263500504263305,0.15978237904077736,0.013484068267164535,0.46875,0.4587157060207643,0.0,2016-12-05 15:10:00,13.0
0.06747546914253993,0.7858318472472575,0.07234651647633565,0.8010075566750615,0.9321493294671983,0.16522574447646454,0.12954784437434272,0.01673111427117543,0.5389221556886227,0.06234211757367853,0.7599888236937693,0.9060334135843002,0.22813130386942973,0.1619923715503707,0.019955930613778455,0.5066666666666666,0.06690151725842837,0.7861934041363886,0.7882894021067209,0.15972393394133563,0.16816290781694743,0.017546081838733518,0.4814814814814814,0.06805529492712832,0.7900335946248599,0.9349912434325747,0.1496286788301089,0.12423410099302773,0.014799587533183741,0.46875,0.4587157060207643,0.0,2016-12-05 15:10:00,13.0
0.09600426904677725,0.8745276989858272,0.10128512306686985,0.8852504897844945,0.9524465386009423,0.14678194044188309,0.10473186119873795,0.01799384018149801,0.5389221556886227,0.08913145173865583,0.8426934898016202,0.928211862551981,0.20979277461947538,0.13372223468700978,0.02128632621507756,0.5022222222222221,0.09597972868576371,0.8817775293460025,0.799762623015677,0.15972393394133563,0.15546310488285478,0.019908055722841093,0.4867724867724868,0.09707887658722754,0.8815789473684209,0.9540455341506131,0.13055835701842877,0.0988802028311852,0.01545734885000628,0.46875,0.4587157060207643,0.0,2016-12-05 15:10:00,13.0
0.12205262411356911,0.9379979446316443,0.1280766717490738,0.9499020431010351,0.965204784342153,0.10835734870316988,0.0744479495268139,0.01704679494063632,0.5389221556886227,0.11373772025573035,0.9038837664151997,0.9375501568541623,0.1951219512195122,0.11756787076508908,0.02128632621507756,0.5022222222222221,0.12236951886530084,0.9477361654555609,0.8096533306958116,0.12685892695752138,0.12261878694985738,0.01889578070749171,0.4867724867724868,0.12322512041033304,0.9431690929451284,0.9674956217162874,0.09608508297423675,0.06887809000633868,0.01644398914142715,0.4750000000000001,0.4587157060207643,0.0,2016-12-05 15:10:00,13.0
0.1549332507102497,0.9835359824585657,0.16084264243706614,0.9899244332493703,0.9797027908662559,0.06378482228626285,0.03953732912723427,0.01799384018149801,0.5389221556886227,0.14642133167004548,0.9622799664710813,0.956226745458525,0.1643132220795894,0.08436167825891912,0.02228412376747892,0.5066666666666666,0.15506319335001986,0.987702627166013,0.8147964986894815,0.08676361843726872,0.09021239325596665,0.0202454795762499,0.4867724867724868,0.1562832301244759,0.9865621500559909,0.9792644483362524,0.04987622627670321,0.033382632579759146,0.015128469875407944,0.48124999999999973,0.4587157060207643,0.0,2016-12-05 15:10:00,13.0
0.187938511415348,0.9948142003527225,0.1938264305940195,0.9952420934788669,0.9901413555636099,0.033813640730067235,0.015562565720294139,0.018625201520419788,0.5389221556886227,0.17951036956182767,0.9927354009499868,0.9649813963668199,0.13057032825967363,0.05698900605788676,0.022616721816376667,0.5066666666666666,0.18769506504743372,0.9907769703745097,0.819544038375946,0.06507271382795154,0.07050580249616813,0.01889578070749171,0.4867724867724868,0.18927878901607537,0.9927211646136609,0.9927145359019265,0.03007243054918841,0.011831819142193323,0.015128469875407944,0.4750000000000001,0.4587157060207643,0.0,2016-12-05 15:10:00,13.0
0.22099055916739152,0.9971251375626763,0.22677910196969253,0.9963616008956048,0.990721275824574,0.01844380403458227,0.006729758149316268,0.01704679494063632,0.5389221556886227,0.21272415406206102,0.9983235540653829,0.968483256730138,0.11149825783972105,0.042629571460624065,0.02228412376747892,0.5066666666666666,0.22041964092580582,0.9930128563443243,0.8191484100687406,0.051926711034426094,0.062185241953141776,0.019908055722841093,0.4867724867724868,0.22227434790767484,0.9930011198208283,0.9871103327495623,0.010268634821674363,0.00464821466300443,0.015128469875407944,0.4750000000000001,0.4587157060207643,0.0,2016-12-05 15:10:00,13.0
0.2541442416660396,0.9981071163861024,0.2596073062202444,0.9946823397704999,0.9930409568684306,0.02074927953890447,0.006309148264983952,0.0183095208509589,0.5449101796407185,0.24568844534539205,0.9966471081307636,0.9649813963668199,0.10783055198973064,0.043078303791788564,0.02228412376747892,0.5066666666666666,0.2535459349216648,0.9986025712688636,0.8191484100687406,0.051926711034426094,0.062185241953141776,0.018558356854082903,0.4867724867724868,0.2556452117345344,0.9946808510638298,0.9871103327495623,0.010268634821674363,0.00464821466300443,0.01545734885000628,0.4750000000000001,0.4587157060207643,0.0,2016-12-05 15:10:00,13.0
0.2870168392843877,0.9954460951719648,0.29249774403335693,0.9921634480828424,0.9913011960855381,0.02074927953890447,0.007570977917980916,0.01799384018149801,0.5449101796407185,0.27849680336815835,0.991617770326908,0.9678996133362517,0.1122317990097193,0.043527036122953056,0.02128632621507756,0.5066666666666666,0.28623960940638377,0.996366685299049,0.8242915780624107,0.05915701257086515,0.06130939347492887,0.0202454795762499,0.4867724867724868,0.28842184274723215,0.993840985442328,0.9927145359019265,0.016136426148345127,0.0038030847242762683,0.015128469875407944,0.4750000000000001,0.4587157060207643,0.0,2016-12-05 15:10:00,13.0
