GPV_Position,GPV_Velocity,GP1_Position,GP1_Velocity,GP1_PushPressure,GP1_PressureA,GP1_PressureB,GP1_ClaspPressure,GP1_OilTemperature,GP2_Position,GP2_Velocity,GP2_PushPressure,GP2_PressureA,GP2_PressureB,GP2_ClaspPressure,GP2_OilTemperature,GP3_Position,GP3_Velocity,GP3_PushPressure,GP3_PressureA,GP3_PressureB,GP3_ClaspPressure,GP3_OilTemperature,GP4_Position,GP4_Velocity,GP4_PushPressure,GP4_PressureA,GP4_PressureB,GP4_ClaspPressure,GP4_OilTemperature,OutsideTemp,Locatie,TempTimestamp,Tel
0.08205315571419672,0.08427815672247385,0.08205495223574075,0.08480268681780002,0.5104748097136655,0.27060518731988464,0.49305993690851685,0.9842158049030042,0.9161676646706588,0.08227038827381884,0.08438111204247012,0.5826220179470356,0.5003667705849996,0.57718196096029,0.9541012717210402,0.8799999999999999,0.08127066530700532,0.08412520961430903,0.6881459868453591,0.40892284939610496,0.44504050799211775,0.9784047904588852,0.9153439153439153,0.08222305623318948,0.08314669652855688,0.4573730297723306,0.1782341615476302,0.500845129938726,0.9802670594665479,0.8874999999999997,0.7431193412713811,0.0,2016-12-05 16:20:00,9.0
0.06541797949750015,0.10655650647584337,0.06537635746958338,0.10775258886090036,0.479739035882567,0.2859750240153696,0.5237644584647738,0.9791647331728045,0.9161676646706588,0.06567908934975833,0.10645431684828181,0.5931275990369894,0.5605171465248487,0.6059008301548142,0.9451211005608443,0.8799999999999999,0.06476932109638146,0.1053661263275564,0.6604520053409824,0.42798455344671676,0.48839500766367494,0.9740185118578093,0.9100529100529099,0.06561581284793898,0.10582306830907168,0.44392294220665635,0.21270743559182226,0.5308472427635748,0.9776362701388236,0.8937499999999998,0.7247709179950644,0.0,2016-12-05 16:20:00,9.0
0.049960420406601015,0.12785500911820163,0.049911317173351566,0.12818359921634334,0.45422254440014587,0.3282420749279537,0.5654048370136701,0.9741139846905075,0.9161676646706588,0.05021050990176201,0.12740989103101472,0.6164733347924432,0.6294700165046767,0.6301323760376937,0.9541012717210402,0.8844444444444444,0.049473131238218775,0.12660704304080372,0.6644082884130362,0.4858269657382292,0.5225530983139928,0.9713190242870959,0.9100529100529099,0.05016575967973983,0.12821948488241933,0.43222416812609604,0.26340882002383864,0.5688780900063374,0.9786229845180136,0.8937499999999998,0.7247709179950644,0.0,2016-12-05 16:20:00,9.0
0.03603920810788669,0.1519541009402961,0.03600211594112702,0.15253288553036698,0.4570496556723462,0.4004803073967342,0.602891692954783,0.9845312948562024,0.9221556886227547,0.03633244971152342,0.15199776473875423,0.6053111548843665,0.6742160278745652,0.6660870540722477,0.9670725922223442,0.8844444444444444,0.03569110966904602,0.15064281721632164,0.6600563770337771,0.5351244762139507,0.5602145828771614,0.9672699656871739,0.9100529100529099,0.03618565084130855,0.1514557670772686,0.4293520140105096,0.32868799853305297,0.6086520177477261,0.9852002945999109,0.8937499999999998,0.7247709179950644,0.0,2016-12-05 16:20:00,9.0
0.02352965356794759,0.1776657614288247,0.023493169866509022,0.17660229499020338,0.4587894164552382,0.4765609990393854,0.6432702418506849,0.9813747790847062,0.9221556886227547,0.023826602214252278,0.17882089969265139,0.5651127161304458,0.7087841555107268,0.7181400044873244,0.9674053299052746,0.8844444444444444,0.023299650814251723,0.17663499161542626,0.6668315117946695,0.6048804535370982,0.5991898401576518,0.9763804339150725,0.9153439153439153,0.02367548633264532,0.17721164613661936,0.429352014010509,0.42110571192812,0.661895203887599,0.9766495557596336,0.8937499999999998,0.733945129633223,0.0,2016-12-05 16:20:00,9.0
0.012642235546704605,0.20463765851945212,0.012633413199738633,0.20403022670025153,0.44545125045306405,0.5534101825168111,0.6950052576235535,0.9747452878448067,0.9221556886227547,0.012942460626851723,0.2053646269907802,0.5592762821915819,0.8004768017604985,0.7787188691945277,0.955431541311139,0.8844444444444444,0.012545965823058636,0.20346562325321293,0.6462093862815886,0.6811272697395454,0.6728158528574523,0.9635581270884059,0.9153439153439153,0.012729092387564896,0.20408734602463724,0.4052539404553428,0.48858531218483625,0.718941474751741,0.9736897493846506,0.8937499999999998,0.7247709179950644,0.0,2016-12-05 16:20:00,9.0
0.0033536632840949644,0.23294046486684847,0.0033294955969754166,0.23285754268121978,0.4229068503080837,0.6549471661863572,0.7669295478443752,0.9684316098060084,0.9221556886227547,0.0036800249493216526,0.23302598491198695,0.5616108557671274,0.8356867779204092,0.7984630917657621,0.9531037398138719,0.8888888888888888,0.003337350514508253,0.23197316936836143,0.6224716878492661,0.7343685810533208,0.7345631705714879,0.971656589800546,0.9153439153439153,0.0034402952398824168,0.23208286674132164,0.366584938704031,0.5589988081048874,0.7886646946968094,0.9766495557596336,0.8999999999999999,0.733945129633223,0.0,2016-12-05 16:20:00,9.0
7.026658608684955e-05,0.2997048751521183,6.22335625602667e-05,0.29974811083123354,0.6281986226893806,0.949279538904896,0.7791272344900091,0.9551335143299627,0.9161676646706588,0.0003742398253547478,0.2995250069851917,0.6748376741810764,0.9728589767100684,0.7953219654476125,0.9388018091516575,0.8844444444444444,0.00012360557461137223,0.2987702627166007,0.6695514564067062,0.8263906006080015,0.7437595795927272,0.9530980878312989,0.9153439153439153,0.0001251016450866308,0.29843225083986585,0.584028021015763,0.8722838544054322,0.8051975491231782,0.9572456322734403,0.8999999999999999,0.7064221531112246,0.0,2016-12-05 16:20:00,9.0
1.5637830427593914e-05,0.38300337958045266,9.335034384045075e-05,0.3831514133781129,0.6397970279086636,0.8424591738712788,0.7122502628811778,0.3615339954211095,0.9221556886227547,0.00021830656479026868,0.381112042469964,0.6701685270299854,0.9229781771501931,0.7683980255777423,0.2987153161536043,0.8888888888888888,9.270418095856463e-05,0.38261598658468327,0.6584738638049553,0.788924492646453,0.7310597766586372,0.3547177803737268,0.9153439153439153,6.255082254331993e-05,0.38213885778275497,0.6619964973730305,0.9360960850829744,0.7831713500950748,0.08912640754132665,0.8999999999999999,0.7247709179950644,0.0,2016-12-05 16:20:00,9.0
1.566737208142975e-05,0.4112365521473744,0.0001867006876809015,0.41197872935908125,0.7053280173976086,0.8609029779058642,0.6748159831756048,0.1228000648784401,0.9221556886227547,0.0,0.4084939927354012,0.7472094550229813,0.6690812396845776,0.5538478797397375,0.014634348208582037,0.8888888888888888,0.00012360557461137223,0.41056456120737755,0.6398793333663028,0.7330539807739708,0.7144186555725864,0.12046061626264187,0.9153439153439153,0.0001563770563583107,0.410694288913774,0.6928196147110339,0.9522325112313179,0.7692267061060627,0.11609455754615919,0.8999999999999999,0.7247709179950644,0.0,2016-12-05 16:20:00,9.0
