Timestamp,GP1_Position,GP1_Velocity,GP1_PushPressure,GP1_PressureA,GP1_PressureB,GP1_ClaspPressure,GP1_OilTemperature,to_be_predicted
2016-12-05 13:30:00,561.8418079096041,0.0151935390993829,-7.6174199652089,23.535874507888998,31.153294473097898,3.125095,43.6,42.6
2016-12-05 13:30:00,563.613070697816,0.8508381895682711,-11.6336558122501,40.723899044770704,52.357554857020794,3.6133919999999997,43.6,42.6
2016-12-05 13:30:00,570.911894945793,4.46690049523345,-18.8482314523759,66.61580248420671,85.4640339365826,4.6876430000000004,43.5,42.6
2016-12-05 13:30:00,583.9520537486641,9.982155188327711,-15.4301583910642,59.7796563615833,75.20981475264749,5.761895,43.5,42.6
2016-12-05 13:30:00,602.153305848221,15.2998938731294,-10.657063509018199,47.2670674764245,57.92413098544271,6.054873000000001,43.5,42.6
2016-12-05 13:30:00,624.813253931898,20.1618263849481,-6.44550920133061,40.723899044770704,47.16940824610129,6.34785,43.5,42.6
2016-12-05 13:30:00,652.0540540540541,24.6591139583803,-3.2227546006653,38.3800775170141,41.6028321176794,6.543169,43.4,42.6
2016-12-05 13:30:00,683.142769888533,28.700595358829602,-0.488296151615955,33.497116000854504,33.985412152470495,6.738486999999999,43.4,42.6
2016-12-05 13:30:00,715.361429225836,31.1163680756395,2.0508438367870103,27.3445844904935,25.293740653706497,6.836146,43.4,42.6
2016-12-05 13:30:00,741.716597953886,31.8152708742134,3.2227546006653,23.4382152775658,20.2154606769005,6.543169,43.3,42.6
2016-12-05 13:30:00,775.553825011452,31.693722561418,4.19934690389722,20.8014160588397,16.6020691549425,6.4455089999999995,43.3,42.6
2016-12-05 13:30:00,808.047335471064,31.5721742486225,3.6133915219580697,21.3873714407788,17.7739799188208,6.543169,43.2,42.6
2016-12-05 13:30:00,840.327072835547,31.6785290223185,3.5157322916348797,24.6101260414441,21.0943937498093,6.4455089999999995,43.2,42.6
2016-12-05 13:30:00,872.3014200641319,31.587367787721895,1.26956999420149,28.3211767937254,27.051606799523896,6.543169,43.2,42.6
2016-12-05 13:30:00,903.664987020919,31.0404003801423,-0.488296151615955,36.231574449903896,36.7198706015198,6.152532,43.1,42.6
2016-12-05 13:30:00,932.8602840128259,29.566627087497302,-5.27359843745231,38.7707144383068,44.0443128757592,6.34785,43.1,42.6
2016-12-05 13:30:00,956.131012368301,25.555532765247,-8.60621967223121,42.3841059602649,50.9903256324961,5.664236,43.0,42.6
2016-12-05 13:30:00,973.629867155291,19.9339232984565,-12.3050630207221,50.6973479415265,63.002410962248604,4.6876430000000004,43.0,42.6
2016-12-05 13:30:00,985.631699496106,14.433862144461699,-16.2114322336497,60.658589434491994,76.8700216681417,4.589983999999999,43.0,42.6
2016-12-05 13:30:00,990.426324629714,9.67828440633903,-17.383342997528,56.068605609302,73.45194860683009,3.125095,43.0,42.6
2016-12-05 13:30:00,990.182012520995,2.9475465852900697,-16.6142765587329,42.970061342204104,59.5843379009369,42.57943,43.0,42.6
2016-12-05 13:30:00,990.090395480226,-0.22790308649147897,-17.102572710348802,44.6302682576983,61.73284096804711,259.7369,43.0,42.6
2016-12-05 13:30:00,989.4185371812489,-0.334257860187498,-46.6933194982757,58.11944944608911,104.812768944365,297.1404,42.9,42.6
2016-12-05 13:30:00,987.5556573522681,-1.24587020615358,-128.458510086367,78.3349101229896,206.79342020935698,295.6755,42.8,42.6
2016-12-05 13:30:00,984.135287830203,-2.56770810780425,-127.970213934751,93.0814539017914,221.051667836543,290.1089,42.8,42.6
2016-12-05 13:30:00,978.729882424798,-4.29977156513967,-129.813531907102,104.519791253395,234.33332316049703,286.3979,42.8,42.6
2016-12-05 13:30:00,971.61429225836,-6.10780271797218,-131.37607959227302,104.519791253395,235.895870845668,289.52299999999997,42.7,42.6
2016-12-05 13:30:00,962.360971140632,-8.006995105401371,-124.942777794733,92.8861354411451,217.828913235878,287.2768,42.7,42.6
2016-12-05 13:30:00,951.6112383570011,-9.69347794543847,-120.926541947691,73.45194860683009,194.378490554521,285.812,42.6,42.6
2016-12-05 13:30:00,939.365093907467,-11.2584124726801,-113.504440443129,61.24454481643121,174.74898525956002,287.7651,42.6,42.6
2016-12-05 13:30:00,925.6530768056191,-12.7169922262257,-105.691702017273,53.6271248512223,159.318826868496,284.347,42.6,42.6
2016-12-05 13:30:00,910.7500381737669,-14.084410745174699,-105.78936124759701,43.2630390331736,149.05240028077,286.3979,42.6,42.6
2016-12-05 13:30:00,894.4116659031911,-15.330280951328302,-104.715109714042,36.329233680227105,141.04434339426902,283.6635,42.5,42.6
2016-12-05 13:30:00,876.851733089021,-16.636925313879498,-105.301065095981,31.9345683156835,137.235633411664,286.3002,42.5,42.6
2016-12-05 13:30:00,858.222934799206,-17.806827824535898,-98.75789666432692,33.1064790795618,131.864375743889,283.6635,42.5,42.6
2016-12-05 13:30:00,838.433653992976,-18.8096014050985,-96.7070528275399,30.176702169866,126.883754997406,284.347,42.5,42.6
2016-12-05 13:30:00,818.003053901359,-19.7364072901639,-96.4140751365703,31.9345683156835,128.348643452254,285.226,42.4,42.6
2016-12-05 13:30:00,801.4203695220641,-19.9339232984565,-91.92175054170359,32.227546006653,124.14929654835699,283.1751,42.4,42.6
2016-12-05 13:30:00,780.8065353489079,-20.1010522285503,-89.8709067049165,34.2783898434401,124.14929654835699,283.7611,42.3,42.6
2016-12-05 13:30:00,760.314857230111,-20.1770199240475,-88.5036774803919,34.571367534409596,123.075045014801,281.4173,42.3,42.6
